# Weather station Chofu (airport), Japan, METAR=RJTF,selection from 01.01.2020 till 31.12.2020, all days,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,
,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Chofu (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
27.05.2020 16:00,26,746.5,750.1,61,Wind blowing from the east-southeast,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%)",10.0 and more,18
27.05.2020 15:00,26,747.2,750.8,61,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%)",10.0 and more,18
27.05.2020 14:00,24,747.2,750.8,65,Wind blowing from the east,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2700 m",10.0 and more,17
27.05.2020 13:00,24,748,751.6,69,Wind blowing from the east,3,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1050 m, broken clouds (60-90%)",10.0 and more,18
27.05.2020 12:00,24,748,751.6,69,variable wind direction,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%)",10.0 and more,18
27.05.2020 11:00,23,748.7,752.3,74,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 1200 m",10.0 and more,18
27.05.2020 10:00,22,749.4,753.1,78,variable wind direction,2,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%)",10.0 and more,18
27.05.2020 09:00,21,749.4,753.1,83,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1050 m",10.0 and more,18
27.05.2020 08:30,21,749.4,753.1,78,Wind blowing from the north,2,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1050 m",10.0 and more,17
26.05.2020 17:00,22,750.9,754.6,88,Wind blowing from the south-east,2,,"Light shower(s), rain",,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 3000 m, overcast (100%) 3600 m",10.0 and more,20
26.05.2020 16:00,22,750.9,754.6,83,Wind blowing from the south-east,3,,"Light shower(s), rain",,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 3000 m",10.0 and more,19
26.05.2020 15:00,23,751,754.6,78,Wind blowing from the east-southeast,3,,"Light shower(s), rain",,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 3000 m",10.0 and more,19
26.05.2020 14:00,24,751.8,755.4,65,Wind blowing from the south,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 3000 m",10.0 and more,17
26.05.2020 13:00,24,751.8,755.4,65,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 3600 m",10.0 and more,17
26.05.2020 12:00,23,752.5,756.2,74,Wind blowing from the east-southeast,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2700 m",10.0 and more,18
26.05.2020 11:00,23,752.5,756.2,69,Wind blowing from the east-southeast,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1200 m",10.0 and more,17
26.05.2020 10:00,24,753.3,756.9,69,variable wind direction,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 3600 m",10.0 and more,18
26.05.2020 09:00,23,753.2,756.9,69,Wind blowing from the east,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 3600 m",10.0 and more,17
25.05.2020 17:00,24,752.6,756.2,57,Wind blowing from the south,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,15
25.05.2020 16:00,25,752.6,756.2,57,Wind blowing from the south,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,16
25.05.2020 15:00,24,752.6,756.2,61,Wind blowing from the south,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,16
25.05.2020 14:00,25,753.3,756.9,57,Wind blowing from the south,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1350 m, broken clouds (60-90%)",10.0 and more,16
25.05.2020 13:00,26,753.3,756.9,54,Wind blowing from the south-southeast,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,16
25.05.2020 12:00,25,754.1,757.7,57,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%)",10.0 and more,16
25.05.2020 11:00,25,754.1,757.7,57,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%)",10.0 and more,16
25.05.2020 10:00,24,754.5,758.2,65,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%)",10.0 and more,17
25.05.2020 09:00,23,754.5,758.2,69,variable wind direction,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 750 m, broken clouds (60-90%)",10.0 and more,17
25.05.2020 08:30,22,754.5,758.2,73,Wind blowing from the south-southwest,2,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m, broken clouds (60-90%)",10.0 and more,17
24.05.2020 17:00,24,755.3,759,54,Wind blowing from the south,5,,,,Few clouds (10-30%) 1200 m,10.0 and more,14
24.05.2020 16:00,25,755.4,759,51,Wind blowing from the south,5,,,,Few clouds (10-30%) 1350 m,10.0 and more,14
24.05.2020 15:00,26,756.1,759.7,51,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,15
24.05.2020 14:00,25,756.1,759.7,54,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,15
24.05.2020 13:00,25,756.1,759.7,54,Wind blowing from the south,4,,,,Broken clouds (60-90%) 1350 m,10.0 and more,15
24.05.2020 12:00,25,756.8,760.5,54,Wind blowing from the south-southeast,4,,,,Broken clouds (60-90%) 1350 m,10.0 and more,15
24.05.2020 11:00,25,757.5,761.2,54,Wind blowing from the south,4,,,,Broken clouds (60-90%) 1200 m,10.0 and more,15
24.05.2020 10:00,23,757.5,761.2,61,Wind blowing from the south-east,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m",10.0 and more,15
24.05.2020 09:00,23,757.5,761.2,61,Wind blowing from the south-southeast,3,,,,Scattered clouds (40-50%) 750 m,10.0 and more,15
24.05.2020 08:30,22,757.5,761.2,69,Wind blowing from the south-southeast,3,,,,Scattered clouds (40-50%) 600 m,10.0 and more,16
23.05.2020 17:00,22,756,759.7,65,Wind blowing from the south,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m",10.0 and more,15
23.05.2020 16:00,23,755.3,759,61,Wind blowing from the south,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,15
23.05.2020 15:00,23,755.3,759,57,Wind blowing from the south,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 3600 m",10.0 and more,14
23.05.2020 14:00,23,756,759.7,65,Wind blowing from the south,4,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 3600 m",10.0 and more,16
23.05.2020 13:00,23,756,759.7,69,Wind blowing from the south,3,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%) 4500 m",10.0 and more,17
23.05.2020 12:00,21,756.8,760.5,73,Wind blowing from the east-southeast,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 4500 m",10.0 and more,16
23.05.2020 11:00,20,756.8,760.5,78,Wind blowing from the east-southeast,3,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 1200 m",10.0 and more,16
23.05.2020 10:00,21,756.8,760.5,78,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,17
23.05.2020 09:00,18,757.5,761.2,83,Wind blowing from the north,2,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,15
23.05.2020 08:30,18,757.5,761.2,83,Wind blowing from the north-northwest,3,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,15
22.05.2020 17:00,18,758.3,762,78,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,14
22.05.2020 16:00,18,758.3,762,78,Wind blowing from the north-northeast,4,,,,"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 1200 m",10.0 and more,14
22.05.2020 15:00,18,759.1,762.8,78,Wind blowing from the north,3,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,14
22.05.2020 14:00,18,759.1,762.8,78,Wind blowing from the east-northeast,3,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,14
22.05.2020 13:00,19,759.1,762.8,68,Wind blowing from the north,4,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,13
22.05.2020 12:00,18,759.7,763.5,73,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,13
22.05.2020 11:00,18,759.7,763.5,73,Wind blowing from the north,4,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,13
22.05.2020 10:00,17,759.7,763.5,77,Wind blowing from the north-northwest,4,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1200 m",10.0 and more,13
22.05.2020 09:00,16,759.7,763.5,83,Wind blowing from the north,4,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1050 m",10.0 and more,13
22.05.2020 08:30,15,760.5,764.3,88,Wind blowing from the north,3,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,13
21.05.2020 17:00,13,758.2,762,88,Wind blowing from the north,2,,"Light rain, mist",,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 450 m",4.5,11
21.05.2020 16:00,14,757.4,761.2,82,Wind blowing from the north,2,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m",10.0 and more,11
21.05.2020 15:00,14,757.4,761.2,82,Wind blowing from the north-northwest,3,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m",10.0 and more,11
21.05.2020 14:00,13,757.4,761.2,88,Wind blowing from the north,2,,,,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 450 m",10.0 and more,11
21.05.2020 13:00,13,757.4,761.2,88,Wind blowing from the north-northwest,2,,,,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 360 m",10.0 and more,11
21.05.2020 12:00,12,757.4,761.2,88,Wind blowing from the north,2,,Light rain,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 300 m",8,10
21.05.2020 11:00,12,758.2,762,94,Wind blowing from the north-northwest,3,,Light rain,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 300 m",10.0 and more,11
21.05.2020 10:32,12,758.2,762,94,Wind blowing from the north-northwest,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 300 m",5,11
21.05.2020 10:00,12,758.2,762,94,Wind blowing from the north,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 300 m",4,11
21.05.2020 09:42,11,758.2,762,100,Wind blowing from the north-northwest,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 300 m",3.5,11
21.05.2020 09:18,11,758.2,762,94,Wind blowing from the north-west,2,,"Light rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 300 m",3.5,10
21.05.2020 09:00,11,758.2,762,100,Wind blowing from the north-northwest,3,,"Light rain, mist",,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 300 m",3.5,11
21.05.2020 08:17,11,757.4,761.2,94,Wind blowing from the north-northwest,2,,"Light drizzle, mist",,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 450 m",4.5,10
20.05.2020 17:32,13,753.1,756.9,94,Wind blowing from the north-east,2,,"Light drizzle, mist",,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 600 m",4,12
20.05.2020 17:00,14,753.1,756.9,77,Wind blowing from the east-northeast,3,,Light drizzle,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m",10.0 and more,10
20.05.2020 16:00,15,752.4,756.2,72,Wind blowing from the east-northeast,2,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,10
20.05.2020 15:00,15,751.6,755.4,72,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,10
20.05.2020 14:00,16,751.7,755.4,68,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1050 m",10.0 and more,10
20.05.2020 13:00,15,751.6,755.4,72,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 1050 m",10.0 and more,10
20.05.2020 12:00,15,751.6,755.4,77,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,11
20.05.2020 11:00,15,751.6,755.4,77,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,11
20.05.2020 10:00,14,751.6,755.4,82,Wind blowing from the north,4,,,,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,11
20.05.2020 09:00,13,750.8,754.6,88,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 900 m",10.0 and more,11
19.05.2020 17:00,18,746.4,750.1,94,Wind blowing from the north-northwest,3,,"Light shower(s), rain",,"Few clouds (10-30%) 270 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 600 m",10.0 and more,17
19.05.2020 16:00,19,745.6,749.3,94,Wind blowing from the north-northwest,3,,"Light shower(s), rain",,"Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 600 m",7,18
19.05.2020 15:00,18,744.8,748.5,100,Wind blowing from the north-northwest,4,,"Light shower(s), rain, mist",,"Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 360 m, broken clouds (60-90%) 600 m",5,18
19.05.2020 14:00,18,744.8,748.5,94,Wind blowing from the north-northwest,5,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 210 m, broken clouds (60-90%) 270 m, broken clouds (60-90%) 360 m",5,17
19.05.2020 13:00,19,744.1,747.8,94,Wind blowing from the north,5,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 210 m, broken clouds (60-90%) 360 m",3.5,18
19.05.2020 12:00,19,744.1,747.8,94,Wind blowing from the north-northwest,6,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 210 m, broken clouds (60-90%) 300 m",3.5,18
19.05.2020 11:00,19,743.3,747,94,Wind blowing from the north-northwest,6,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 210 m, broken clouds (60-90%) 300 m",4.5,18
19.05.2020 10:00,18,744.1,747.8,100,Wind blowing from the north-northwest,5,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 300 m",4,18
19.05.2020 09:00,18,744.1,747.8,100,Wind blowing from the north-northwest,6,,"Light shower(s), rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 300 m",3.5,18
18.05.2020 17:00,20,751.7,755.4,88,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 360 m",6,18
18.05.2020 16:00,20,752.5,756.2,88,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 360 m",7,18
18.05.2020 15:00,19,752.5,756.2,94,variable wind direction,1,,Light rain,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 360 m",6,18
18.05.2020 14:35,19,,,88,variable wind direction,1,,"Light rain, mist",,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 360 m",5,17
18.05.2020 14:00,19,752.5,756.2,88,variable wind direction,1,,"Light rain, mist",,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 360 m",4,17
18.05.2020 13:00,19,752.5,756.2,88,variable wind direction,1,,,,"Few clouds (10-30%) 360 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 600 m",10.0 and more,17
18.05.2020 12:00,20,753.2,756.9,83,Wind blowing from the east,2,,,,"Few clouds (10-30%) 360 m, broken clouds (60-90%) 540 m",10.0 and more,17
18.05.2020 11:00,20,753.2,756.9,78,Wind blowing from the east,2,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 600 m",10.0 and more,16
18.05.2020 10:00,19,754,757.7,88,Wind blowing from the north,3,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 600 m",10.0 and more,17
18.05.2020 09:00,19,753.2,756.9,83,Wind blowing from the north-east,2,,Light rain,,"Few clouds (10-30%) 360 m, broken clouds (60-90%) 540 m, broken clouds (60-90%) 900 m",10.0 and more,16
18.05.2020 08:30,20,754,757.7,78,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 360 m, broken clouds (60-90%) 540 m",10.0 and more,16
17.05.2020 17:00,26,748,751.6,58,Wind blowing from the south,4,,,,Few clouds (10-30%) 900 m,10.0 and more,17
17.05.2020 16:00,27,747.2,750.8,58,Wind blowing from the south,4,,,,Few clouds (10-30%) 900 m,10.0 and more,18
17.05.2020 15:00,28,747.2,750.8,51,Wind blowing from the south,5,,,,Few clouds (10-30%) 900 m,10.0 and more,17
17.05.2020 14:00,28,747.2,750.8,48,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 900 m,10.0 and more,16
17.05.2020 13:00,28,747.2,750.8,51,Wind blowing from the south,3,,,,Few clouds (10-30%) 900 m,10.0 and more,17
17.05.2020 12:00,27,747.2,750.8,58,Wind blowing from the south,3,,,,Few clouds (10-30%) 900 m,10.0 and more,18
17.05.2020 11:00,26,748,751.6,58,Wind blowing from the south,3,,,,Few clouds (10-30%) 900 m,10.0 and more,17
17.05.2020 10:00,24,748,751.6,65,Wind blowing from the south,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,17
17.05.2020 09:00,23,748,751.6,69,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,17
17.05.2020 08:30,22,748.7,752.3,73,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,17
16.05.2020 17:00,17,751.7,755.4,94,Wind blowing from the south,3,,Light rain,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 1500 m",8,16
16.05.2020 16:00,17,752.5,756.2,94,Wind blowing from the south-southeast,4,,Light rain,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 1500 m",8,16
16.05.2020 15:00,17,753.2,756.9,94,Wind blowing from the south,4,,Light rain,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1500 m, overcast (100%) 2400 m",7,16
16.05.2020 14:00,18,753.2,756.9,88,Wind blowing from the south,5,,Light rain,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1500 m, overcast (100%) 2400 m",10.0 and more,16
16.05.2020 13:00,18,754,757.7,94,Wind blowing from the south,4,,Light rain,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 1500 m",8,17
16.05.2020 12:00,18,754.5,758.2,94,Wind blowing from the south,4,,Light rain,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1500 m",6,17
16.05.2020 11:00,19,755.3,759,88,Wind blowing from the south,4,,Light rain,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,17
16.05.2020 10:00,19,755.3,759,88,Wind blowing from the south,5,,Light rain,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1500 m",10.0 and more,17
16.05.2020 09:00,21,756,759.7,78,Wind blowing from the south,6,,"Light shower(s), rain",,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 2400 m",10.0 and more,17
